domain,city,state,type,org,status,bid_url,platform,checked_date
klamath911.gov,Klamath Falls,OR,Special district,Klamath 911 Emergency Communications District,not_found,,,2026-08-11
chandlercreekmudtx.gov,Austin,TX,Special district,Meadows at Chandler Creek MUD,found,https://chandlercreekmudtx.gov/bids-and-rfps,agency,2026-08-11
andersontn911.gov,Clinton,TN,Special district,Anderson County Emergency Communications District,not_found,,,2026-08-11
santiamwater.gov,Stayton,OR,Special district,Santiam Water Control District,not_found,,,2026-08-11
clevelandbradleytnoem.gov,Cleveland,TN,Special district,Cleveland/Bradley County Office of Emergency Management,not_found,,,2026-08-11
marshallcotn911.gov,Lewisburg,TN,Special district,Marshall County Emergency Communication District,not_found,,,2026-08-11
prpctexas.gov,Amarillo,TX,Special district,Panhandle Regional Planning Commission,not_found,,,2026-08-11
jcfd5or.gov,Phoenix,OR,Special district,Jackson County Rural Fire Protection District 5,not_found,,,2026-08-11
nrfpdor.gov,Cloverdale,OR,Special district,Nestucca Rural Fire Protection District,not_found,,,2026-08-11
oidnh.gov,Nyssa,OR,Special district,Owyhee Irrigation District,not_found,,,2026-08-11
wisecountyesd4tx.gov,Alvord,TX,Special district,Wise County Emergency Services District Number 4,not_found,,,2026-08-11
sanjacintoriverauthority.gov,Conroe,TX,Special district,San Jacinto River Authority,not_found,,,2026-08-11
dicksonhousing.gov,Dickson,TN,Special district,Dickson Housing Authority,found,"https://www.dicksonhousing.gov/AboutUs/Procurement/RFPs,BidsandNotices.aspx",agency,2026-08-11
dickinsonwcidtx.gov,Dickinson,TX,Special district,Dickinson Water Control and Improvement District,not_found,,,2026-08-11
rvss-or.gov,Central Point,OR,Special district,Rogue Valley Sewer Services,not_found,,,2026-08-11
portorfordlibrary.gov,"Port Orford, OR",OR,Special district,Port Orford Public Library District,not_found,,,2026-08-11
williamsoncountytxesd7.gov,Georgetown,TX,Special district,Williamson County Emergency Services District #7,not_found,,,2026-08-11
unionfiredistrictri.gov,South Kingstown,RI,Special district,The Union Fire District of South Kingstown,found,https://unionfiredistrictri.gov/bid-opportunities/,agency,2026-08-11
milcrofton.gov,Franklin,TN,Special district,Milcrofton Utility District,not_found,,,2026-08-11
sutherlinwcdor.gov,Sutherlin,OR,Special district,Sutherlin Water Control District,not_found,,,2026-08-11
clnepr.gov,Fajardo,PR,Special district,Conexion Laboral Area Local Noreste,not_found,,,2026-08-11
whcmud10tx.gov,Houston,TX,Special district,West Harris County MUD 10,found,https://whcmud10tx.gov/bids-and-rfps,agency,2026-08-11
bfjrauthoritypa.gov,Bedford,PA,Special district,The Bedford Fulton Joint Recreation Authority,not_found,,,2026-08-11
eastwillistonfdny.gov,East Williston,NY,Special district,East Williston Fire Department,not_found,,,2026-08-11
portofportland.gov,Portland,OR,Special district,Port of Portland,found,https://portofportland.gov/Business/Vendors,custom,2026-08-11
crrfire-or.gov,Terrebonne,OR,Special district,Crooked River Ranch Rural Fire Protection District,not_found,,,2026-08-11
porthouston.gov,Houston,TX,Special district,Port of Houston Authority,not_found,,,2026-08-11
portofthedalles.gov,The Dalles,OR,Special district,Port of The Dalles,not_found,,,2026-08-11
hoodlandfire.gov,Welches,OR,Special district,Hoodland Rural Fire Protection District #74,not_found,,,2026-08-11
henryco911tn.gov,Paris,TN,Special district,Henry County Emergency Communications District,not_found,,,2026-08-11
wcnyh.gov,New York,NY,Special district,Waterfront Commission of New York Harbor,not_found,,,2026-08-11
obioncountytn911.gov,Union City,TN,Special district,Obion County Emergency Communications District (E-911),not_found,,,2026-08-11
h-gac.gov,Houston,TX,Special district,Houston-Galveston Area Council,not_found,,,2026-08-11
altoonawater.gov,Altoona,PA,Special district,Altoona Water Authority,not_found,,,2026-08-11
cdfr-or.gov,Winston,OR,Special district,Central Douglas Fire & Rescue Authority,not_found,,,2026-08-11
traviscoesd1tx.gov,Lago Vista,TX,Special district,Travis County Emergency Services District 1,not_found,,,2026-08-11
wolfcreekfireor.gov,Wolf Creek,OR,Special district,Wolf Creek Rural Fire Protection District,not_found,,,2026-08-11
bellcountytexas911.gov,Belton,TX,Special district,Bell County 9-1-1 Communications,not_found,,,2026-08-11
mckinneyisdtx.gov,McKinney,TX,Special district,McKinney Independent School District,not_found,,,2026-08-11
wilcotxesd11.gov,Cedar Park,TX,Special district,Williamson County Emergency Services District #11,not_found,,,2026-08-11
barlowwateror.gov,Tygh Valley,OR,Special district,Barlow Water Improvement District,not_found,,,2026-08-11
techsharetx.gov,Allen,TX,Special district,TechShare Local Government Corporation,not_found,,,2026-08-11
sunriversdor.gov,Sunriver,OR,Special district,Sunriver Service District,not_found,,,2026-08-11
cimarronmudtx.gov,Houston,TX,Special district,Cimarron MUD,not_found,,,2026-08-11
tillamook911.gov,Tillamook,OR,Special district,Tillamook County Emergency Communications District,not_found,,,2026-08-11
hcesd13tx.gov,Cypress,TX,Special district,Harris County Emergency Services District #13,not_found,,,2026-08-11
mexicocsd.gov,Mexico,NY,Special district,Mexico Academy & CSD,not_found,,,2026-08-11
darrouzettisd.gov,Darrouzett,TX,Special district,Darrouzett ISD,found,https://darrouzettisd.gov/vendor,custom,2026-08-11
dentoncountyesd1.gov,Argyle,TX,Special district,Denton County Emergency Services District #1,found,https://dentoncountyesd1.gov/purchasing,agency,2026-08-11
coventryfdri.gov,Coventry,RI,Special district,Coventry Fire District,not_found,,,2026-08-11
gawsaor.gov,Roseburg,OR,Special district,Green Area Water & Sanitary Authority,not_found,,,2026-08-11
gctdtx.gov,Texas City,TX,Special district,Gulf Coast Transit District,not_found,,,2026-08-11
reevescountyesdtx.gov,Pecos,TX,Special district,Reeves County Emergency Services District Nos. 1&2,not_found,,,2026-08-11
pdemud1.gov,El Paso,TX,Special district,Paseo Del Este Municipal Utility District 1,not_found,,,2026-08-11
icmesapa.gov,Clymer,PA,Special district,Indiana County Municipal Emergency Services Authority,not_found,,,2026-08-11
eatonsneckfd.gov,Northport,NY,Special district,Eaton's Neck Fire District,not_found,,,2026-08-11
hamptonshalerwater.gov,Allison Park,PA,Special district,Hampton Shaler Water Authority,not_found,,,2026-08-11
bcmudtx.gov,ROUND ROCK,TX,Special district,Brushy Creek Municipal Utility District,not_found,,,2026-08-11
corinth-shilohfd.gov,Seneca,SC,Special district,Corinth-Shiloh Fire Tax District,not_found,,,2026-08-11
velascodrainage.gov,Clute,TX,Special district,Velasco Drainage District,found,https://velascodrainage.gov/purchasing,agency,2026-08-11
wvsa-pa.gov,Wilkes-Barre,PA,Special district,Wyoming Valley Sanitary Authority,not_found,,,2026-08-11
lowellorfire.gov,Lowell,OR,Special district,Lowell Rural Fire Protection District,not_found,,,2026-08-11
mcfd1or.gov,"Salem, OR",OR,Special district,Marion County Fire District No.1,found,https://mcfd1or.gov/community-resources/procurement-rfp-rfq/,agency,2026-08-11
commodorecoveimprovementdistrict.gov,Freeport,TX,Special district,Commodore Cove Improvement District,not_found,,,2026-08-11
bonavistawater.gov,Farr West,UT,Special district,Bona Vista Water Improvement District,found,https://bonavistawater.gov/Bids.aspx,civicplus,2026-08-11
chesterfiredistrictsc.gov,Chester,SC,Special district,Chester Fire District,not_found,,,2026-08-11
sumnertnecd.gov,Gallatin,TN,Special district,Sumner County Emergency Communications District,not_found,,,2026-08-11
wasatchfire.gov,Heber City,UT,Special district,Wasatch County Fire Protection Special Service District,found,https://wasatchfire.gov/Bids.aspx,civicplus,2026-08-11
boxeldermosquito.gov,Brigham City,UT,Special district,Box Elder Mosquito Abatement District,not_found,,,2026-08-11
jackwcid1tx.gov,Jacksboro,TX,Special district,Jack County Water Control and Improvement District #1,not_found,,,2026-08-11
sslgctx.gov,Seguin,TX,Special district,Schertz Seguin Local Government Corporation,not_found,,,2026-08-11
hawkinscounty911.gov,Rogersville,TN,Special district,Hawkins County Emergency Communications District,not_found,,,2026-08-11
northhayscountyesd1.gov,Austin,TX,Special district,North Hays County ESD 1,not_found,,,2026-08-11
etaelpaso.gov,El Paso,TX,Special district,El Paso Transportation Authority,not_found,,,2026-08-11
ewgri.gov,West Greenwich,RI,Special district,Exeter-West Greenwich Regional School District,not_found,,,2026-08-11
bexarmetro911.gov,San Antonio,TX,Special district,Bexar Metro 9-1-1 District,not_found,,,2026-08-11
gcwcid1tx.gov,Dickinson,TX,Special district,Galveston County WCID#1,found,https://wcid1.com/bids-rfp/,custom,2026-08-11
northhays1emstx.gov,Austin,TX,Special district,North Hays County ESD 1,not_found,,,2026-08-11
hamiltontn911.gov,Chattanooga,TN,Special district,Hamilton County 911 Emergency Communications District,found,https://hamiltontn911.gov/bids-rfps.php,agency,2026-08-11
hcmud188tx.gov,Houston,TX,Special district,HARRIS COUNTY MUD 188,found,https://hcmud188tx.gov/bids-and-rfps,agency,2026-08-11
bearlakessdut.gov,Garden City,UT,Special district,Bear Lake Special Service District,not_found,,,2026-08-11
swocaoh.gov,Hamilton,OH,Special district,SouthWest Ohio Computer Association COG,not_found,,,2026-08-11
huttofire.gov,Hutto,TX,Special district,Williamson County Emergency Services District 3,found,https://huttofire.gov/e-s-d-3/transparent-government/contracts-and-procurements/,agency,2026-08-11
cedarmountainservicedistrict.gov,Duck Creek Village,UT,Special district,Cedar Mountain Service District,not_found,,,2026-08-11
piutesd.gov,Junction,UT,Special district,Piute County School District,not_found,,,2026-08-11
timpssd.gov,American Fork,UT,Special district,Timpanogos Special Service District,not_found,,,2026-08-11
bedfordtwpmapa.gov,Bedford,PA,Special district,Bedford Township Municipal (Water and Sewer) Authority,not_found,,,2026-08-11
hardincoesd6tx.gov,Silsbee,TX,Special district,Hardin County Emergency Service District #6,not_found,,,2026-08-11
dentoncountyesd2.gov,Argyle,TX,Special district,Denton County Emergency Services District No. 2,not_found,,,2026-08-11
rollingplainsgcd.gov,Seymour,TX,Special district,ROLLING PLAINS GROUNDWATER CONSERVATION DISTRICT,not_found,,,2026-08-11
ectoresd1.gov,Gardendale,TX,Special district,Ector County Emergency Services District No. 1,not_found,,,2026-08-11
txhb.gov,Austin,TX,Special district,Texas Multistate Intergovernmental Employee Benefits Pool,not_found,,,2026-08-11
cedarvalleywaterutah.gov,Cedar City,UT,Special district,Cedar Valley Water Conservancy,not_found,,,2026-08-11
hildaleutility.gov,Hildale,UT,Special district,Hildale City,not_found,,,2026-08-11
flaminggorgefireandems.gov,Manila,UT,Special district,Flaming Gorge Fire and EMS District,not_found,,,2026-08-11
northsummitrecut.gov,Coalville,UT,Special district,North Summit Recreation District,not_found,,,2026-08-11
burlesoncohdtx.gov,Caldwell,TX,Special district,Burleson County Hospital District,not_found,,,2026-08-11
hooperwater.gov,HOOPER,UT,Special district,HOOPER WATER IMPROVEMENT DISTRICT,not_found,,,2026-08-11
mesquitegcd.gov,Wellington,TX,Special district,Mesquite Groundwater Conservation District,not_found,,,2026-08-11
cdsewerut.gov,Kaysville,UT,Special district,Central Davis Sewer District,not_found,,,2026-08-11
magnamosquito.gov,Magna,UT,Special district,Magna Mosquito Abatement District,not_found,,,2026-08-11
gardencityfireutah.gov,Garden City,UT,Special district,Garden City Fire District,not_found,,,2026-08-11
upshurtxesd.gov,Gilmer,TX,Special district,Upshur County ESD #1,not_found,,,2026-08-11
southsummitfd.gov,Kamas,UT,Special district,South Summit Fire Protection District,not_found,,,2026-08-11
ectoresd2.gov,Gardendale,TX,Special district,Ector County Emergency Services District No. 2,not_found,,,2026-08-11
harriscountyesd11.gov,Spring,TX,Special district,Harris County ESD 11 Mobile Healthcare,found,https://harriscountyesd11.gov/procurement/,agency,2026-08-11
denco911.gov,Lewisville,TX,Special district,Denco Area 9-1-1 District,not_found,,,2026-08-11
hotcogtx.gov,Waco,TX,Special district,Heart of Texas Council of Governments,not_found,,,2026-08-11
casscountyesd2tx.gov,Queen City,TX,Special district,Cass County Emergency Services District # 2,not_found,,,2026-08-11
cuwcd.gov,Orem,UT,Special district,Central Utah Water Conservancy District,found,https://cuwcd.gov/bids,agency,2026-08-11
aacog.gov,San Antonio,TX,Special district,Alamo Area Council of Governments,found,https://aacog.gov/member-government-services/procurement/,agency,2026-08-11
timberlakeswaterssdut.gov,Heber City,UT,Special district,Timber Lakes Water Special Service District,not_found,,,2026-08-11
hayscountyesd9.gov,San Marcos,TX,Special district,Hays County Emergency Services District 9,not_found,,,2026-08-11
cachewaterut.gov,Logan,UT,Special district,Cache Water District,not_found,,,2026-08-11
willacynavigation.gov,Raymondville,TX,Special district,Willacy County Navigation District,not_found,,,2026-08-11
southdaviswater.gov,Bountiful,UT,Special district,South Davis Water District,not_found,,,2026-08-11
portofcateslandingtn.gov,Tiptonville,TN,Special district,Northwest Tennessee Regional Port Authority,not_found,,,2026-08-11
robertsoncountyesdtx.gov,Franklin,TX,Special district,Robertson County ESD,found,https://robertsoncountyesdtx.gov/beacon-bid,agency,2026-08-11
eastcentralsudtx.gov,Adkins,TX,Special district,East Central Special Utility District,not_found,,,2026-08-11
cachempo.gov,Logan,UT,Special district,Cache Metropolitan Planning Organization,not_found,,,2026-08-11
lagranderuralfire.gov,La Grande,OR,Special district,La Grande Rural Fire Protection District,not_found,,,2026-08-11
hcesd29tx.gov,Houston,TX,Special district,Harris County Emergency Services District No. 29,not_found,,,2026-08-11
detcog.gov,Lufkin,TX,Special district,Deep East Texas Council of Governments (DETCOG),not_found,,,2026-08-11
summitcosa3ut.gov,park city,UT,Special district,Summit County Service Area #3,not_found,,,2026-08-11
wfwrdutah.gov,Midvale,UT,Special district,Wasatch Front Waste and Recycling District,not_found,,,2026-08-11
smssdutah.gov,Fairview,UT,Special district,Skyline Mountain Resort Special Service District,not_found,,,2026-08-11
emerywater.gov,Castle Dale,UT,Special district,Emery Water Conservancy District,not_found,,,2026-08-11
sdmetrofire.gov,Bountiful,UT,Special district,South Davis Metro Fire Service Area,not_found,,,2026-08-11
binghamcreekregionalpark.gov,South Jordan,UT,Special district,Bingham Creek Regional Park Authority,found,https://binghamcreekregionalpark.gov/Bids.aspx,civicplus,2026-08-11
southdavisrecreation.gov,Bountiful,UT,Special district,South Davis Recreation District,not_found,,,2026-08-11
nuesut.gov,Heber City,UT,Special district,Northeastern Utah Educational Services,not_found,,,2026-08-11
northsummitfireut.gov,Coalville,UT,Special district,North Summit Fire Service District,not_found,,,2026-08-11
weberbasin.gov,Layton,UT,Special district,Weber Basin Water Conservancy District,not_found,,,2026-08-11
llanocoesd5tx.gov,Sunrise Beach Village,TX,Special district,Llano County Emergency Services District #5,not_found,,,2026-08-11
sanpetewaterconservancy.gov,Manti,UT,Special district,Sanpete County Water Conservancy District,not_found,,,2026-08-11
blancogroundwatertx.gov,Johnson City,TX,Special district,Blanco-Pedernales Groundwater Conservation District,not_found,,,2026-08-11
